,score,fgm,fga,fgm3,fga3,ftm,fta,or,dr,ast,to,stl,blk,pf,Team_Id,Season,Team_Name
0,57.25,19.142857142857142,39.785714285714285,7.821428571428571,20.821428571428573,11.142857142857142,17.107142857142858,4.178571428571429,16.821428571428573,13.0,11.428571428571429,5.964285714285714,1.7857142857142858,18.75,1102.0,2003.0,Air Force
0,78.77777777777777,27.14814814814815,55.851851851851855,5.444444444444445,16.074074074074073,19.037037037037038,25.85185185185185,9.777777777777779,19.925925925925927,15.222222222222221,12.62962962962963,7.2592592592592595,2.3333333333333335,19.85185185185185,1103.0,2003.0,Akron
0,69.28571428571429,24.035714285714285,57.17857142857143,6.357142857142857,19.857142857142858,14.857142857142858,20.928571428571427,13.571428571428571,23.928571428571427,12.107142857142858,13.285714285714286,6.607142857142857,3.7857142857142856,18.035714285714285,1104.0,2003.0,Alabama
0,71.76923076923077,24.384615384615383,61.61538461538461,7.576923076923077,20.76923076923077,15.423076923076923,21.846153846153847,13.5,23.115384615384617,14.538461538461538,18.653846153846153,9.307692307692308,2.076923076923077,20.23076923076923,1105.0,2003.0,Alabama A&M
0,63.607142857142854,23.428571428571427,55.285714285714285,6.107142857142857,17.642857142857142,10.642857142857142,16.464285714285715,12.285714285714286,23.857142857142858,11.678571428571429,17.035714285714285,8.357142857142858,3.142857142857143,18.178571428571427,1106.0,2003.0,Alabama St
0,65.92857142857143,24.035714285714285,57.464285714285715,7.928571428571429,22.178571428571427,9.928571428571429,13.535714285714286,8.25,20.25,11.928571428571429,12.571428571428571,6.857142857142857,2.0357142857142856,15.892857142857142,1107.0,2003.0,Albany NY
0,69.0909090909091,24.939393939393938,58.72727272727273,5.212121212121212,16.333333333333332,14.0,20.939393939393938,13.121212121212121,23.21212121212121,13.848484848484848,18.454545454545453,8.181818181818182,3.515151515151515,19.666666666666668,1108.0,2003.0,Alcorn St
0,66.36666666666666,23.166666666666668,53.53333333333333,8.766666666666667,23.133333333333333,11.266666666666667,16.533333333333335,10.0,23.133333333333333,14.233333333333333,13.166666666666666,6.4,1.7333333333333334,18.133333333333333,1110.0,2003.0,American Univ
0,83.26923076923077,28.615384615384617,64.5,7.1923076923076925,21.96153846153846,18.846153846153847,26.192307692307693,13.0,25.307692307692307,15.23076923076923,16.192307692307693,9.846153846153847,4.615384615384615,18.692307692307693,1111.0,2003.0,Appalachian St
0,85.21428571428571,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,1112.0,2003.0,Arizona
0,75.96551724137932,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278,1113.0,2003.0,Arizona St
0,70.03571428571429,23.857142857142858,53.214285714285715,6.785714285714286,18.285714285714285,15.535714285714286,22.428571428571427,10.535714285714286,22.857142857142858,11.5,15.964285714285714,6.607142857142857,2.357142857142857,20.5,1114.0,2003.0,Ark Little Rock
0,54.5,19.25,54.285714285714285,4.75,16.857142857142858,11.25,17.607142857142858,9.964285714285714,21.035714285714285,10.178571428571429,19.107142857142858,7.964285714285714,2.75,20.25,1115.0,2003.0,Ark Pine Bluff
0,61.642857142857146,21.821428571428573,55.57142857142857,6.071428571428571,19.571428571428573,11.928571428571429,19.571428571428573,14.535714285714286,23.428571428571427,9.821428571428571,16.678571428571427,6.464285714285714,3.5357142857142856,20.928571428571427,1116.0,2003.0,Arkansas
0,71.11538461538461,23.692307692307693,54.69230769230769,7.923076923076923,21.346153846153847,15.807692307692308,21.423076923076923,10.961538461538462,20.384615384615383,11.923076923076923,13.26923076923077,7.153846153846154,1.6538461538461537,21.423076923076923,1117.0,2003.0,Arkansas St
0,53.68,19.6,47.6,5.88,16.52,8.6,12.72,7.92,21.56,11.72,17.36,5.56,1.6,19.32,1119.0,2003.0,Army
0,70.1,25.7,54.7,5.633333333333334,16.333333333333332,13.066666666666666,19.733333333333334,11.933333333333334,22.566666666666666,13.4,15.9,8.033333333333333,4.966666666666667,16.366666666666667,1120.0,2003.0,Auburn
0,69.70370370370371,23.555555555555557,52.074074074074076,6.0,17.185185185185187,16.59259259259259,24.0,10.62962962962963,24.22222222222222,13.407407407407407,15.222222222222221,7.037037037037037,4.666666666666667,18.666666666666668,1122.0,2003.0,Austin Peay
0,73.3,25.933333333333334,60.46666666666667,5.366666666666666,16.666666666666668,16.066666666666666,22.133333333333333,13.166666666666666,21.733333333333334,10.5,12.833333333333334,5.2,2.2,22.866666666666667,1123.0,2003.0,Ball St
0,69.0,23.607142857142858,58.0,9.071428571428571,26.535714285714285,12.714285714285714,17.535714285714285,11.714285714285714,23.178571428571427,14.214285714285714,13.285714285714286,8.321428571428571,2.9642857142857144,15.75,1124.0,2003.0,Baylor
0,72.46428571428571,25.5,54.75,8.178571428571429,22.25,13.285714285714286,18.928571428571427,10.535714285714286,23.642857142857142,16.892857142857142,16.928571428571427,9.071428571428571,1.7142857142857142,18.357142857142858,1125.0,2003.0,Belmont
0,64.7,23.1,55.9,5.7,15.933333333333334,12.8,18.466666666666665,12.3,20.433333333333334,10.966666666666667,15.866666666666667,8.266666666666667,1.8,19.433333333333334,1126.0,2003.0,Bethune-Cookman
0,66.55555555555556,24.037037037037038,57.18518518518518,7.666666666666667,21.925925925925927,10.814814814814815,16.0,11.703703703703704,24.22222222222222,12.703703703703704,15.074074074074074,6.444444444444445,6.481481481481482,18.25925925925926,1127.0,2003.0,Binghamton
0,67.84615384615384,22.03846153846154,49.76923076923077,7.6923076923076925,21.653846153846153,16.076923076923077,22.23076923076923,10.653846153846153,21.46153846153846,13.384615384615385,15.653846153846153,7.884615384615385,3.9615384615384617,18.076923076923077,1128.0,2003.0,Birmingham So
0,65.89285714285714,23.071428571428573,56.17857142857143,5.178571428571429,17.392857142857142,14.571428571428571,20.892857142857142,11.178571428571429,21.928571428571427,11.642857142857142,14.392857142857142,6.642857142857143,3.8214285714285716,19.5,1129.0,2003.0,Boise St
0,79.65517241379311,27.96551724137931,59.6551724137931,6.0,17.413793103448278,17.724137931034484,25.655172413793103,13.793103448275861,22.06896551724138,17.0,13.344827586206897,7.0,2.896551724137931,18.96551724137931,1130.0,2003.0,Boston College
0,68.1,23.633333333333333,54.9,6.566666666666666,19.333333333333332,14.266666666666667,19.2,11.0,24.4,13.566666666666666,13.366666666666667,5.7,3.466666666666667,20.166666666666668,1131.0,2003.0,Boston Univ
0,66.48148148148148,21.22222222222222,48.370370370370374,6.2592592592592595,17.11111111111111,17.77777777777778,24.11111111111111,8.666666666666666,22.11111111111111,12.74074074074074,16.666666666666668,7.148148148148148,2.5185185185185186,22.185185185185187,1132.0,2003.0,Bowling Green
0,72.3103448275862,24.724137931034484,56.6551724137931,6.379310344827586,17.75862068965517,16.482758620689655,23.413793103448278,11.0,23.24137931034483,12.551724137931034,14.172413793103448,7.448275862068965,1.6896551724137931,20.344827586206897,1133.0,2003.0,Bradley
0,73.96428571428571,24.392857142857142,52.857142857142854,6.571428571428571,17.75,18.607142857142858,25.0,9.535714285714286,23.357142857142858,14.571428571428571,15.678571428571429,7.642857142857143,3.6785714285714284,17.607142857142858,1135.0,2003.0,Brown
0,57.67857142857143,19.0,47.0,5.821428571428571,17.214285714285715,13.857142857142858,21.75,9.714285714285714,22.035714285714285,11.678571428571429,15.821428571428571,5.785714285714286,2.142857142857143,17.785714285714285,1137.0,2003.0,Bucknell
0,64.82142857142857,23.285714285714285,57.92857142857143,5.392857142857143,18.464285714285715,12.857142857142858,19.142857142857142,13.571428571428571,22.642857142857142,12.642857142857142,14.5,6.428571428571429,2.0714285714285716,22.714285714285715,1138.0,2003.0,Buffalo
0,68.58620689655173,24.06896551724138,50.6551724137931,8.482758620689655,21.862068965517242,11.96551724137931,16.551724137931036,7.827586206896552,20.379310344827587,12.96551724137931,10.413793103448276,6.344827586206897,1.8620689655172413,16.06896551724138,1139.0,2003.0,Butler
0,72.45161290322581,24.032258064516128,51.25806451612903,6.193548387096774,16.129032258064516,18.193548387096776,24.161290322580644,10.870967741935484,24.419354838709676,13.419354838709678,13.741935483870968,6.935483870967742,2.5161290322580645,21.419354838709676,1140.0,2003.0,BYU
0,79.34482758620689,26.620689655172413,52.689655172413794,6.827586206896552,17.93103448275862,19.275862068965516,25.17241379310345,10.586206896551724,23.275862068965516,15.620689655172415,18.24137931034483,7.103448275862069,4.0,20.96551724137931,1141.0,2003.0,C Michigan
0,67.51724137931035,23.586206896551722,55.55172413793103,6.413793103448276,20.20689655172414,13.931034482758621,19.448275862068964,11.517241379310345,23.379310344827587,12.448275862068966,15.827586206896552,6.9655172413793105,3.8275862068965516,19.448275862068964,1142.0,2003.0,Cal Poly SLO
0,74.48275862068965,27.344827586206897,58.724137931034484,6.413793103448276,17.03448275862069,13.379310344827585,19.517241379310345,11.241379310344827,24.379310344827587,16.0,14.172413793103448,6.551724137931035,2.793103448275862,17.103448275862068,1143.0,2003.0,California
0,65.03846153846153,22.96153846153846,52.07692307692308,6.269230769230769,17.923076923076923,12.846153846153847,18.384615384615383,7.846153846153846,19.846153846153847,14.5,16.0,6.1923076923076925,2.730769230769231,16.576923076923077,1144.0,2003.0,Campbell
0,70.25,26.392857142857142,60.142857142857146,5.928571428571429,17.25,11.535714285714286,16.357142857142858,11.5,25.25,15.642857142857142,14.321428571428571,8.142857142857142,3.392857142857143,19.357142857142858,1145.0,2003.0,Canisius
0,72.625,25.375,56.041666666666664,4.333333333333333,13.583333333333334,17.541666666666668,22.791666666666668,11.041666666666666,18.5,12.041666666666666,16.083333333333332,8.125,3.7083333333333335,20.416666666666668,1147.0,2003.0,Centenary
