id,pred
2013_1103_1107,0.38080745067126276
2013_1103_1112,0.4689018530515444
2013_1103_1125,0.5060396338020917
2013_1103_1129,0.38080745067126276
2013_1103_1137,0.5513380461889852
2013_1103_1139,0.38080745067126276
2013_1103_1143,0.4219120783657311
2013_1103_1153,0.46318012848355383
2013_1103_1160,0.34959258596561826
2013_1103_1161,0.5368701993265754
2013_1103_1166,0.49359845626886856
2013_1103_1172,0.5419272491966984
2013_1103_1181,0.5610536886700183
2013_1103_1195,0.5060396338020917
2013_1103_1196,0.506989575946559
2013_1103_1207,0.4516965022929821
2013_1103_1211,0.554253321065741
2013_1103_1217,0.4376469363305492
2013_1103_1228,0.4039909044354949
2013_1103_1231,0.5060396338020917
2013_1103_1233,0.49359845626886856
2013_1103_1235,0.49359845626886856
2013_1103_1241,0.482038067282789
2013_1103_1242,0.5469547317387027
2013_1103_1243,0.4132911344384592
2013_1103_1247,0.5339074918844244
2013_1103_1251,0.38080745067126276
2013_1103_1254,0.49359845626886856
2013_1103_1257,0.517501430395622
2013_1103_1266,0.43911664076895685
2013_1103_1272,0.5291390785095345
2013_1103_1274,0.542360466145367
2013_1103_1276,0.6238287296750162
2013_1103_1277,0.4376469363305492
2013_1103_1278,0.5065634039617242
2013_1103_1279,0.5819267590675348
2013_1103_1281,0.5627109480402378
2013_1103_1285,0.4251549568798988
2013_1103_1292,0.3772985268366321
2013_1103_1299,0.3317362717194039
2013_1103_1301,0.5584279107237164
2013_1103_1307,0.3943117660799378
2013_1103_1308,0.44806463473540425
2013_1103_1314,0.5697077465361224
2013_1103_1322,0.517501430395622
2013_1103_1323,0.506989575946559
2013_1103_1326,0.5763011391315169
2013_1103_1328,0.4039909044354949
2013_1103_1329,0.538568741959119
2013_1103_1332,0.39056168951197756
2013_1103_1334,0.41332742075828877
2013_1103_1338,0.506989575946559
2013_1103_1355,0.6238287296750162
2013_1103_1361,0.39235654451486257
2013_1103_1380,0.4231472349577666
2013_1103_1387,0.4163113880716969
2013_1103_1388,0.49359845626886856
2013_1103_1393,0.5065634039617242
2013_1103_1396,0.4813121902297587
2013_1103_1417,0.6055143668562644
2013_1103_1424,0.4343807753082948
2013_1103_1433,0.517501430395622
2013_1103_1434,0.43911664076895685
2013_1103_1437,0.3541470941819371
2013_1103_1443,0.3129213340111151
2013_1103_1455,0.44687807302664595
2013_1103_1458,0.470096270187482
2013_1107_1112,0.6566995625424625
2013_1107_1125,0.5291390785095345
2013_1107_1129,0.5291390785095345
2013_1107_1137,0.649764538067405
2013_1107_1139,0.5826051101910212
2013_1107_1143,0.6566995625424625
2013_1107_1153,0.5610803339860635
2013_1107_1160,0.560510943910687
2013_1107_1161,0.6329978554032549
2013_1107_1166,0.4993116396704347
2013_1107_1172,0.6070763164877855
2013_1107_1181,0.6803031585864192
2013_1107_1195,0.6252447750692087
2013_1107_1196,0.6330065987686546
2013_1107_1207,0.5894402491318429
2013_1107_1211,0.6444809951723243
2013_1107_1217,0.5694840470544171
2013_1107_1228,0.5850360260356403
2013_1107_1231,0.6566995625424625
2013_1107_1233,0.6358156004156965
2013_1107_1235,0.6186114719604228
2013_1107_1241,0.6068284035579652
2013_1107_1242,0.6566995625424625
2013_1107_1243,0.596128041177174
2013_1107_1247,0.6154030748100948
2013_1107_1251,0.5328310146962009
2013_1107_1254,0.6036023472820686
2013_1107_1257,0.6566995625424625
2013_1107_1266,0.6358156004156965
2013_1107_1272,0.594390554240743
2013_1107_1274,0.661004016259768
2013_1107_1276,0.6908208106952407
2013_1107_1277,0.6367363885524844
2013_1107_1278,0.6252447750692087
2013_1107_1279,0.6339304000100212
2013_1107_1281,0.6358156004156965
2013_1107_1285,0.5469547317387027
2013_1107_1292,0.6566995625424625
2013_1107_1299,0.4301278036487145
2013_1107_1301,0.6252447750692087
2013_1107_1307,0.6274735775488158
2013_1107_1308,0.6045539262343341
2013_1107_1314,0.572185478819746
2013_1107_1322,0.6252447750692087
2013_1107_1323,0.6442293099872134
2013_1107_1326,0.6650467142244971
2013_1107_1328,0.606365705243523
2013_1107_1329,0.6367363885524844
2013_1107_1332,0.6367363885524844
2013_1107_1334,0.5600408345315899
2013_1107_1338,0.6240525264015465
2013_1107_1355,0.5951439705553644
2013_1107_1361,0.6068284035579652
2013_1107_1380,0.5548890865878131
2013_1107_1387,0.5945212357244862
2013_1107_1388,0.6475524632361771
2013_1107_1393,0.6252447750692087
2013_1107_1396,0.6269330485452265
2013_1107_1417,0.6346373300478538
2013_1107_1424,0.5506301560090072
2013_1107_1433,0.6641598370219417
2013_1107_1434,0.5855119325729239
2013_1107_1437,0.560510943910687
2013_1107_1443,0.560510943910687
2013_1107_1455,0.6252447750692087
2013_1107_1458,0.6068284035579652
2013_1112_1125,0.5060396338020917
2013_1112_1129,0.3057181890770453
2013_1112_1137,0.6100303260537028
2013_1112_1139,0.4132911344384592
2013_1112_1143,0.4061359594293056
2013_1112_1153,0.5064702153949947
2013_1112_1160,0.45701220210773275
2013_1112_1161,0.46763362417501064
2013_1112_1166,0.49359845626886856
2013_1112_1172,0.43927046348057863
2013_1112_1181,0.5951439705553644
2013_1112_1195,0.4585592975479562
2013_1112_1196,0.5059932473923514
2013_1112_1207,0.45751772030970617
2013_1112_1211,0.5060396338020917
2013_1112_1217,0.45751772030970617
2013_1112_1228,0.49297213788664973
2013_1112_1231,0.5973577603983822
2013_1112_1233,0.510417016058127
2013_1112_1235,0.5627109480402378
2013_1112_1241,0.45245929074131697
2013_1112_1242,0.586477187135459
2013_1112_1243,0.5534715761684585
2013_1112_1247,0.464912572330236
2013_1112_1251,0.31196283836604133
2013_1112_1254,0.5003606047360323
2013_1112_1257,0.5606027811385791
2013_1112_1266,0.46217377783922564
2013_1112_1272,0.6252447750692087
2013_1112_1274,0.503351112239482
2013_1112_1276,0.6238287296750162
2013_1112_1277,0.47485495364390673
2013_1112_1278,0.5064702153949947
2013_1112_1279,0.6062767152483224
2013_1112_1281,0.6035933420761241
2013_1112_1285,0.4386811179500052
2013_1112_1292,0.4336809629591304
2013_1112_1299,0.3189453488846039
2013_1112_1301,0.5167240725215159
2013_1112_1307,0.4299565584129549
2013_1112_1308,0.49744142529450497
2013_1112_1314,0.5606027811385791
2013_1112_1322,0.5606027811385791
2013_1112_1323,0.49326158458853075
2013_1112_1326,0.5858067115575211
2013_1112_1328,0.43432610688477624
2013_1112_1329,0.4379150067578538
2013_1112_1332,0.4712857990642817
2013_1112_1334,0.36263825056211574
2013_1112_1338,0.5473162502462083
2013_1112_1355,0.506989575946559
2013_1112_1361,0.3924891027412438
2013_1112_1380,0.47496574186238416
2013_1112_1387,0.464912572330236
2013_1112_1388,0.510417016058127
2013_1112_1393,0.5064702153949947
2013_1112_1396,0.5182355015734141
2013_1112_1417,0.5600408345315899
2013_1112_1424,0.5064702153949947
2013_1112_1433,0.606365705243523
2013_1112_1434,0.4288001790400914
2013_1112_1437,0.33618874469711457
2013_1112_1443,0.36700951068568277
2013_1112_1455,0.5065634039617242
2013_1112_1458,0.5528544032440745
2013_1125_1129,0.42040257226273026
2013_1125_1137,0.5874831642235535
2013_1125_1139,0.46318012848355383
2013_1125_1143,0.49373854607539847
2013_1125_1153,0.49373854607539847
2013_1125_1160,0.46318012848355383
2013_1125_1161,0.5449169455019409
2013_1125_1166,0.49326158458853075
2013_1125_1172,0.5378742647587369
2013_1125_1181,0.5943363130369288
2013_1125_1195,0.49373854607539847
2013_1125_1196,0.5665820532717896
2013_1125_1207,0.49373854607539847
2013_1125_1211,0.6153687144726526
2013_1125_1217,0.4235353656611893
2013_1125_1228,0.41669021157297503
2013_1125_1231,0.548216863583987
2013_1125_1233,0.5724307530659822
2013_1125_1235,0.5483091995722569
2013_1125_1241,0.5217776893689103
2013_1125_1242,0.49373854607539847
2013_1125_1243,0.4802774922105987
2013_1125_1247,0.49937502890845575
2013_1125_1251,0.4444042874868851
2013_1125_1254,0.5483091995722569
2013_1125_1257,0.5064702153949947
2013_1125_1266,0.49383173607536446
2013_1125_1272,0.49373854607539847
2013_1125_1274,0.5022869505739779
2013_1125_1276,0.5911452896415859
2013_1125_1277,0.49373854607539847
2013_1125_1278,0.49373854607539847
2013_1125_1279,0.5319793664463666
2013_1125_1281,0.46318012848355383
2013_1125_1285,0.37600590970268255
2013_1125_1292,0.49373854607539847
2013_1125_1299,0.433229393860893
2013_1125_1301,0.6497536418656681
2013_1125_1307,0.4768327977977477
2013_1125_1308,0.49373854607539847
2013_1125_1314,0.4769258029017015
2013_1125_1322,0.5487893596142677
2013_1125_1323,0.5628626088601045
2013_1125_1326,0.5874831642235535
2013_1125_1328,0.47054020943518193
2013_1125_1329,0.49373854607539847
2013_1125_1332,0.49373854607539847
2013_1125_1334,0.4325683971028098
2013_1125_1338,0.5849934160029662
2013_1125_1355,0.5628090535097908
2013_1125_1361,0.4768327977977477
2013_1125_1380,0.46604493166116545
2013_1125_1387,0.49297213788664973
2013_1125_1388,0.5408532002427232
2013_1125_1393,0.49373854607539847
2013_1125_1396,0.5217776893689103
2013_1125_1417,0.5628626088601045
2013_1125_1424,0.49373854607539847
2013_1125_1433,0.5845652389602116
2013_1125_1434,0.4444042874868851
2013_1125_1437,0.42830133941900994
2013_1125_1443,0.42830133941900994
2013_1125_1455,0.49373854607539847
2013_1125_1458,0.5468492832539799
2013_1129_1137,0.6196392468649016
2013_1129_1139,0.5162926766524997
2013_1129_1143,0.49373854607539847
2013_1129_1153,0.5064702153949947
2013_1129_1160,0.5064702153949947
2013_1129_1161,0.594426196444217
2013_1129_1166,0.601392614074471
2013_1129_1172,0.5824698454266861
2013_1129_1181,0.6045100806661562
2013_1129_1195,0.5856264211133628
2013_1129_1196,0.6497536418656681
2013_1129_1207,0.5101723569985688
2013_1129_1211,0.6989074627200209
2013_1129_1217,0.4927555934917035
2013_1129_1228,0.5064702153949947
2013_1129_1231,0.6367363885524844
2013_1129_1233,0.6242157693398969
2013_1129_1235,0.6242157693398969
2013_1129_1241,0.5064702153949947
2013_1129_1242,0.6566995625424625
2013_1129_1243,0.5282887562804062
2013_1129_1247,0.6594448244100917
2013_1129_1251,0.49373854607539847
2013_1129_1254,0.6252447750692087
2013_1129_1257,0.5824748868527686
2013_1129_1266,0.5627919664648593
2013_1129_1272,0.5753183143000797
2013_1129_1274,0.5285700593087516
2013_1129_1276,0.7066867305623572
2013_1129_1277,0.5627919664648593
2013_1129_1278,0.5064702153949947
2013_1129_1279,0.5610803339860635
2013_1129_1281,0.6997440628370594
2013_1129_1285,0.4800333522007928
2013_1129_1292,0.6045539262343341
2013_1129_1299,0.4585269853816978
2013_1129_1301,0.6702528521583715
2013_1129_1307,0.49373854607539847
2013_1129_1308,0.5161995706528365
2013_1129_1314,0.6191065733783953
2013_1129_1322,0.5610803339860635
2013_1129_1323,0.5717427721644661
2013_1129_1326,0.5598096690842922
2013_1129_1328,0.529541994845006
2013_1129_1329,0.5610803339860635
2013_1129_1332,0.49370758252340474
2013_1129_1334,0.4584939171614958
2013_1129_1338,0.5812199302756376
2013_1129_1355,0.611103314415279
2013_1129_1361,0.49373854607539847
2013_1129_1380,0.5001948428635961
2013_1129_1387,0.45321901468457204
2013_1129_1388,0.6035041351538402
2013_1129_1393,0.6295764321740701
2013_1129_1396,0.6913089816486545
2013_1129_1417,0.717779370046502
2013_1129_1424,0.5640901157550443
2013_1129_1433,0.5825144469595853
2013_1129_1434,0.5518829247669335
2013_1129_1437,0.41481007541745296
2013_1129_1443,0.4459115995902323
2013_1129_1455,0.5064702153949947
2013_1129_1458,0.5628626088601045
2013_1137_1139,0.3835189368238515
2013_1137_1143,0.40925041771398796
2013_1137_1153,0.47777370789857054
2013_1137_1160,0.3496318127837563
2013_1137_1161,0.49869917529128005
2013_1137_1166,0.46319540574041496
2013_1137_1172,0.4699918814541837
2013_1137_1181,0.581513349513049
2013_1137_1195,0.47875268186193154
2013_1137_1196,0.5479121437551053
2013_1137_1207,0.4585592975479562
2013_1137_1211,0.5393192304808541
2013_1137_1217,0.4265982507089622
2013_1137_1228,0.49487469282024743
2013_1137_1231,0.5129246283455593
2013_1137_1233,0.49524686553643804
2013_1137_1235,0.3835189368238515
